,owner,brand,price,kms_driven,age,power
507,First Owner,Bajaj,28500.0,30000.0,7.0,150.0
508,First Owner,Bajaj,62400.0,8100.0,4.0,200.0
509,First Owner,Royal Enfield,85000.0,34000.0,9.0,350.0
510,First Owner,Bajaj,66000.0,15000.0,2.0,150.0
511,First Owner,TVS,85000.0,7000.0,2.0,160.0
512,First Owner,Bajaj,18551.0,21832.0,13.0,135.0
513,First Owner,TVS,95000.0,13890.0,3.0,200.0
514,First Owner,Bajaj,130000.0,8500.0,3.0,400.0
515,First Owner,Royal Enfield,98000.0,7300.0,7.0,350.0
516,First Owner,Honda,53400.0,1500.0,3.0,110.0
517,First Owner,Bajaj,120000.0,8700.0,5.0,200.0
518,First Owner,Honda,58000.0,44580.0,5.0,160.0
519,First Owner,Yamaha,97000.0,10473.0,3.0,150.0
520,First Owner,Bajaj,38000.0,29451.0,5.0,100.0
521,First Owner,Bajaj,24500.0,14324.0,6.0,125.0
522,First Owner,KTM,129000.0,1123.0,2.0,125.0
523,First Owner,Bajaj,20000.0,28000.0,9.0,150.0
524,First Owner,Royal Enfield,123000.0,900.0,4.0,350.0
525,First Owner,Royal Enfield,62000.0,70000.0,14.0,350.0
526,First Owner,Yamaha,82000.0,14180.0,7.0,150.0
527,First Owner,Honda,24500.0,26453.0,9.0,125.0
528,First Owner,Yamaha,59300.0,9107.0,3.0,150.0
529,First Owner,Hero,41000.0,35000.0,7.0,125.0
530,First Owner,Yamaha,80000.0,6300.0,3.0,150.0
531,Second Owner,Royal Enfield,93500.0,10100.0,7.0,500.0
540,First Owner,Bajaj,43000.0,6336.0,4.0,150.0
544,First Owner,KTM,150000.0,4981.0,6.0,390.0
545,First Owner,Bajaj,22500.0,25431.0,9.0,100.0
547,First Owner,Bajaj,69000.0,15000.0,3.0,180.0
549,First Owner,Bajaj,75800.0,6500.0,3.0,200.0
555,First Owner,TVS,30000.0,22000.0,9.0,110.0
556,First Owner,Benelli,225000.0,17300.0,6.0,300.0
557,First Owner,Harley-Davidson,355000.0,7400.0,7.0,750.0
558,First Owner,TVS,58000.0,14000.0,5.0,160.0
559,First Owner,Bajaj,60000.0,10300.0,5.0,150.0
560,First Owner,Suzuki,75200.0,16000.0,3.0,150.0
561,First Owner,Royal Enfield,130000.0,6200.0,4.0,350.0
562,First Owner,Bajaj,26900.0,20000.0,9.0,180.0
563,First Owner,KTM,145000.0,15000.0,4.0,200.0
564,First Owner,KTM,154000.0,8000.0,6.0,390.0
565,First Owner,Harley-Davidson,350000.0,5000.0,5.0,750.0
566,First Owner,Royal Enfield,105000.0,20000.0,6.0,350.0
567,First Owner,BMW,260000.0,8500.0,3.0,310.0
568,First Owner,Royal Enfield,89900.0,20000.0,6.0,350.0
569,First Owner,Hero,25000.0,16000.0,7.0,100.0
570,First Owner,KTM,220000.0,12500.0,3.0,390.0
571,First Owner,KTM,150000.0,11500.0,5.0,390.0
572,Second Owner,Honda,60000.0,21000.0,6.0,150.0
573,First Owner,Royal Enfield,110000.0,37000.0,7.0,500.0
574,First Owner,Honda,42000.0,25868.0,8.0,150.0
575,First Owner,Yamaha,106000.0,4508.0,4.0,150.0
576,First Owner,Bajaj,34000.0,17501.0,10.0,150.0
577,First Owner,Honda,55000.0,25000.0,5.0,160.0
578,First Owner,Kawasaki,526300.0,12000.0,3.0,650.0
579,First Owner,Bajaj,41000.0,15800.0,4.0,100.0
584,First Owner,Benelli,785000.0,2900.0,4.0,1130.0
585,First Owner,Honda,22000.0,42554.0,6.0,125.0
586,First Owner,KTM,165147.0,12000.0,4.0,390.0
587,First Owner,Royal Enfield,90000.0,13140.0,8.0,350.0
588,First Owner,KTM,140000.0,9500.0,5.0,200.0
589,First Owner,Honda,16800.0,134200.0,10.0,150.0
590,First Owner,Royal Enfield,70000.0,11000.0,7.0,350.0
591,First Owner,Suzuki,58000.0,29451.0,6.0,150.0
592,Second Owner,Hero,32000.0,21884.0,8.0,100.0
593,Second Owner,Hyosung,230000.0,16150.0,8.0,650.0
594,First Owner,TVS,91800.0,1050.0,2.0,160.0
595,First Owner,Royal Enfield,119000.0,10544.0,9.0,500.0
596,First Owner,Hero,23000.0,30000.0,7.0,100.0
597,First Owner,KTM,210000.0,6013.0,3.0,390.0
598,First Owner,Bajaj,43000.0,17000.0,5.0,150.0
599,First Owner,Bajaj,45000.0,5800.0,7.0,220.0
600,First Owner,Hero,42000.0,6500.0,5.0,100.0
601,First Owner,Benelli,440000.0,10800.0,3.0,600.0
602,First Owner,KTM,72250.0,6282.0,5.0,200.0
603,First Owner,Honda,18200.0,40000.0,9.0,125.0
608,First Owner,Hyosung,395000.0,5000.0,6.0,650.0
609,First Owner,Hyosung,140000.0,2881.0,7.0,250.0
610,First Owner,Yamaha,700000.0,14200.0,13.0,1000.0
611,First Owner,Hero,72000.0,3490.0,3.0,200.0
612,First Owner,Yamaha,18000.0,39859.0,11.0,150.0
613,Second Owner,Ducati,1000000.0,4400.0,5.0,1200.0
614,First Owner,Triumph,750000.0,9500.0,4.0,1050.0
615,First Owner,Honda,29000.0,9000.0,9.0,150.0
616,First Owner,Royal Enfield,120000.0,11795.0,5.0,350.0
617,First Owner,Suzuki,1260000.0,17000.0,4.0,1300.0
618,First Owner,Indian,700000.0,172.0,3.0,1130.0
619,First Owner,Bajaj,35000.0,26000.0,2.0,150.0
620,First Owner,Royal Enfield,115000.0,14000.0,4.0,350.0
621,First Owner,Hero,25000.0,20000.0,8.0,100.0
622,First Owner,Royal Enfield,143500.0,5700.0,3.0,350.0
623,First Owner,Royal Enfield,118000.0,10000.0,4.0,350.0
624,First Owner,Royal Enfield,129500.0,6300.0,3.0,350.0
625,First Owner,Yamaha,138000.0,7253.0,2.0,250.0
626,First Owner,Bajaj,63000.0,19333.0,4.0,220.0
627,First Owner,Jawa,200000.0,1255.0,2.0,295.0
628,First Owner,Yamaha,77500.0,45.0,3.0,150.0
629,First Owner,Royal Enfield,99000.0,32158.0,6.0,350.0
630,First Owner,Bajaj,27000.0,29858.0,4.0,100.0
631,First Owner,Bajaj,44000.0,27000.0,6.0,220.0
632,First Owner,Bajaj,28000.0,70251.0,13.0,150.0
633,First Owner,Yamaha,22000.0,19000.0,9.0,150.0
634,First Owner,Bajaj,19000.0,23420.0,10.0,100.0
635,First Owner,KTM,126999.0,22000.0,5.0,200.0
636,First Owner,TVS,25000.0,41000.0,8.0,100.0
637,First Owner,Bajaj,90000.0,12500.0,3.0,200.0
638,First Owner,Honda,89000.0,800.0,2.0,160.0
639,First Owner,Bajaj,47000.0,13935.0,5.0,150.0
640,First Owner,Bajaj,119500.0,12000.0,4.0,400.0
641,First Owner,Royal Enfield,130000.0,20000.0,3.0,350.0
642,First Owner,Bajaj,62000.0,11500.0,4.0,220.0
643,First Owner,Bajaj,70000.0,7000.0,3.0,180.0
644,First Owner,Bajaj,31000.0,21447.0,7.0,100.0
645,First Owner,Bajaj,41500.0,15000.0,3.0,100.0
646,First Owner,Hero,52500.0,9000.0,3.0,100.0
647,First Owner,TVS,36000.0,2980.0,6.0,160.0
648,First Owner,Honda,40000.0,17600.0,5.0,125.0
659,First Owner,Hyosung,160000.0,5000.0,6.0,250.0
660,First Owner,Kawasaki,470000.0,12000.0,3.0,650.0
664,First Owner,TVS,89000.0,3000.0,2.0,160.0
665,First Owner,Bajaj,34000.0,26840.0,9.0,150.0
666,First Owner,Yamaha,112000.0,4000.0,3.0,150.0
667,First Owner,Honda,27000.0,35000.0,7.0,150.0
668,First Owner,Hero,25000.0,28000.0,8.0,100.0
669,First Owner,Suzuki,39100.0,16000.0,6.0,150.0
670,Second Owner,Bajaj,58500.0,11500.0,5.0,220.0
671,First Owner,Royal Enfield,126000.0,20556.0,6.0,350.0
672,First Owner,Hero,45000.0,40500.0,5.0,150.0
673,First Owner,Bajaj,48000.0,13000.0,5.0,150.0
674,First Owner,Bajaj,44800.0,30000.0,5.0,150.0
675,First Owner,Bajaj,20300.0,39450.0,14.0,135.0
676,First Owner,Bajaj,62000.0,18500.0,5.0,150.0
677,First Owner,Hero,45000.0,23695.0,8.0,223.0
678,First Owner,Bajaj,45000.0,33000.0,5.0,150.0
679,First Owner,Hero,16000.0,50000.0,9.0,100.0
680,First Owner,Honda,43300.0,21000.0,8.0,150.0
681,First Owner,Royal Enfield,135000.0,18100.0,5.0,500.0
682,Second Owner,TVS,70000.0,9761.0,5.0,200.0
683,First Owner,Hero,75700.0,14000.0,5.0,223.0
684,First Owner,Royal Enfield,110000.0,28500.0,8.0,500.0
685,First Owner,Bajaj,95000.0,11000.0,6.0,200.0
686,First Owner,Yamaha,28000.0,100000.0,12.0,150.0
687,First Owner,Royal Enfield,113000.0,13000.0,5.0,350.0
688,First Owner,Honda,40000.0,40600.0,7.0,150.0
689,First Owner,Honda,24000.0,52345.0,7.0,110.0
690,First Owner,Bajaj,101300.0,22500.0,4.0,200.0
691,First Owner,Hero,28000.0,33000.0,8.0,125.0
692,First Owner,Bajaj,57000.0,500.0,4.0,150.0
693,Second Owner,Bajaj,89100.0,13800.0,4.0,200.0
694,First Owner,Royal Enfield,108000.0,5000.0,5.0,350.0
695,First Owner,TVS,93000.0,7500.0,3.0,200.0
696,First Owner,Bajaj,54000.0,8000.0,5.0,150.0
697,First Owner,Royal Enfield,119000.0,1403.0,4.0,350.0
698,First Owner,Hero,21100.0,30000.0,16.0,100.0
699,First Owner,Bajaj,75000.0,5399.0,4.0,220.0
700,First Owner,Bajaj,22000.0,40000.0,13.0,135.0
701,First Owner,Bajaj,79999.0,10922.0,4.0,200.0
702,First Owner,Suzuki,85000.0,6000.0,4.0,150.0
703,First Owner,Suzuki,52200.0,4500.0,4.0,150.0
704,First Owner,Bajaj,48000.0,27098.0,5.0,150.0
705,First Owner,Royal Enfield,120000.0,14164.0,6.0,350.0
706,First Owner,Royal Enfield,120000.0,16562.0,4.0,350.0
707,First Owner,Hero,29500.0,21017.0,9.0,100.0
708,First Owner,Hero,51300.0,2800.0,2.0,100.0
709,First Owner,Hero,35242.0,3000.0,5.0,100.0
710,First Owner,Bajaj,65000.0,20000.0,7.0,220.0
711,First Owner,KTM,110000.0,26000.0,6.0,200.0
712,First Owner,Bajaj,70000.0,25000.0,5.0,200.0
713,First Owner,Bajaj,68000.0,5800.0,4.0,220.0
714,First Owner,Hero,30000.0,26000.0,8.0,110.0
715,First Owner,TVS,30000.0,8000.0,5.0,100.0
716,First Owner,Yamaha,108000.0,9700.0,4.0,250.0
717,First Owner,Bajaj,150000.0,3300.0,4.0,400.0
718,First Owner,Royal Enfield,174600.0,9200.0,4.0,500.0
719,First Owner,Honda,33000.0,44020.0,7.0,150.0
720,First Owner,Bajaj,91500.0,7000.0,6.0,200.0
721,First Owner,Bajaj,94500.0,10000.0,6.0,200.0
722,First Owner,Bajaj,80000.0,17000.0,6.0,200.0
723,First Owner,Suzuki,90000.0,12000.0,3.0,150.0
724,First Owner,Bajaj,26900.0,31000.0,8.0,125.0
725,First Owner,Royal Enfield,72378.0,21496.0,9.0,350.0
726,First Owner,Royal Enfield,110000.0,9000.0,4.0,350.0
727,First Owner,Bajaj,17500.0,52018.0,7.0,100.0
728,First Owner,Yamaha,308000.0,16000.0,3.0,320.0
729,First Owner,Bajaj,150800.0,7000.0,3.0,400.0
730,First Owner,Bajaj,55000.0,15558.0,4.0,150.0
731,First Owner,Bajaj,110000.0,5700.0,6.0,200.0
732,First Owner,Royal Enfield,120000.0,28000.0,7.0,500.0
733,First Owner,TVS,199999.0,6550.0,3.0,310.0
734,Second Owner,Yamaha,58000.0,35000.0,6.0,150.0
735,First Owner,Hero,32000.0,28329.0,6.0,110.0
736,First Owner,Bajaj,31500.0,26000.0,7.0,150.0
737,First Owner,Bajaj,21000.0,40000.0,9.0,150.0
738,First Owner,Hero,20000.0,22500.0,12.0,100.0
739,First Owner,Honda,52000.0,3840.0,3.0,125.0
740,First Owner,TVS,90000.0,2684.0,3.0,200.0
741,First Owner,Royal Enfield,154900.0,7050.0,3.0,350.0
742,First Owner,Royal Enfield,125000.0,33000.0,4.0,350.0
743,First Owner,Yamaha,95000.0,24500.0,3.0,150.0
744,First Owner,Bajaj,51900.0,25000.0,4.0,150.0
745,First Owner,TVS,40000.0,34400.0,5.0,160.0
746,First Owner,Bajaj,130000.0,25000.0,3.0,400.0
747,First Owner,Honda,60000.0,30000.0,9.0,150.0
748,First Owner,Royal Enfield,133600.0,3000.0,5.0,350.0
749,First Owner,Honda,28000.0,36000.0,11.0,125.0
750,First Owner,Hero,20600.0,30000.0,9.0,100.0
751,First Owner,Royal Enfield,112000.0,25000.0,6.0,350.0
752,First Owner,TVS,55000.0,20000.0,6.0,160.0
753,First Owner,Honda,40000.0,14168.0,5.0,110.0
754,First Owner,Hero,21000.0,50000.0,10.0,150.0
755,First Owner,Suzuki,84000.0,3200.0,4.0,150.0
756,First Owner,KTM,160000.0,10500.0,5.0,390.0
757,First Owner,TVS,74700.0,20194.0,2.0,160.0
758,First Owner,Yamaha,48600.0,20559.0,4.0,150.0
759,First Owner,Honda,39300.0,53000.0,5.0,160.0
760,First Owner,Suzuki,26900.0,53000.0,9.0,150.0
761,First Owner,Royal Enfield,100000.0,48000.0,12.0,500.0
762,First Owner,Yamaha,85000.0,13000.0,4.0,250.0
763,First Owner,Hero,30000.0,46700.0,10.0,150.0
764,First Owner,Yamaha,61000.0,10000.0,4.0,150.0
765,First Owner,Yamaha,69825.0,28261.0,4.0,150.0
766,Third Owner,Royal Enfield,85000.0,23399.0,6.0,350.0
767,First Owner,Bajaj,20000.0,38576.0,11.0,135.0
768,First Owner,Hero,23500.0,22000.0,10.0,150.0
769,First Owner,Suzuki,60000.0,40997.0,6.0,150.0
770,First Owner,Yamaha,75000.0,39000.0,5.0,150.0
777,Second Owner,Yamaha,68900.0,16980.0,4.0,150.0
778,First Owner,TVS,59999.0,35958.0,5.0,200.0
779,First Owner,Yamaha,65000.0,15000.0,3.0,150.0
780,First Owner,Hyosung,183000.0,11439.0,7.0,250.0
781,First Owner,TVS,66400.0,12500.0,5.0,180.0
782,First Owner,Honda,31500.0,56423.0,8.0,125.0
783,First Owner,Royal Enfield,130000.0,11200.0,3.0,350.0
784,First Owner,Bajaj,100000.0,11760.0,4.0,200.0
785,First Owner,TVS,26500.0,22000.0,10.0,160.0
786,First Owner,Hero,23000.0,24121.0,10.0,100.0
787,First Owner,Hero,66000.0,1112.0,2.0,200.0
788,First Owner,Yamaha,75000.0,13000.0,6.0,150.0
789,First Owner,KTM,170000.0,4600.0,2.0,200.0
790,First Owner,Bajaj,45000.0,22000.0,6.0,150.0
791,First Owner,Honda,36500.0,9000.0,3.0,110.0
792,First Owner,TVS,40200.0,43000.0,7.0,160.0
793,First Owner,Bajaj,16000.0,22141.0,7.0,150.0
794,First Owner,Bajaj,19784.0,89748.0,13.0,135.0
795,First Owner,Yamaha,110900.0,4200.0,3.0,150.0
796,First Owner,Royal Enfield,135000.0,9000.0,3.0,350.0
797,First Owner,Honda,72500.0,9500.0,4.0,160.0
798,First Owner,Bajaj,33000.0,14000.0,4.0,100.0
799,First Owner,Bajaj,94300.0,13000.0,6.0,200.0
800,First Owner,Bajaj,22000.0,35000.0,11.0,220.0
801,First Owner,Honda,110000.0,23500.0,4.0,150.0
802,First Owner,KTM,118000.0,25000.0,7.0,200.0
803,First Owner,Bajaj,14800.0,39525.0,11.0,100.0
804,First Owner,Royal Enfield,133700.0,2000.0,3.0,350.0
805,Second Owner,Hero,23000.0,25000.0,6.0,125.0
806,First Owner,Bajaj,20000.0,20000.0,10.0,200.0
807,First Owner,Royal Enfield,115000.0,25000.0,6.0,350.0
808,First Owner,Bajaj,18500.0,20000.0,9.0,125.0
809,First Owner,Bajaj,170000.0,4000.0,3.0,400.0
810,First Owner,Royal Enfield,114000.0,7500.0,4.0,350.0
811,First Owner,Hero,36000.0,9500.0,5.0,110.0
812,First Owner,Royal Enfield,98000.0,26000.0,5.0,350.0
813,First Owner,Bajaj,50000.0,17000.0,5.0,150.0
839,First Owner,Royal Enfield,117000.0,14640.0,5.0,350.0
840,First Owner,TVS,26000.0,12340.0,5.0,100.0
841,First Owner,Royal Enfield,87500.0,13000.0,6.0,350.0
842,First Owner,Bajaj,82000.0,17252.0,5.0,200.0
843,First Owner,Hero,45000.0,12699.0,5.0,125.0
844,First Owner,Bajaj,20400.0,87000.0,11.0,150.0
845,First Owner,Kawasaki,355100.0,1710.0,4.0,300.0
846,First Owner,Kawasaki,310000.0,6000.0,2.0,300.0
847,First Owner,Royal Enfield,120000.0,5100.0,6.0,350.0
848,First Owner,Honda,52000.0,15583.0,4.0,125.0
849,First Owner,Bajaj,67000.0,26000.0,3.0,150.0
850,First Owner,Royal Enfield,180000.0,200.0,2.0,410.0
851,First Owner,Hero,22000.0,28938.0,9.0,100.0
852,First Owner,Honda,20000.0,18438.0,9.0,110.0
853,First Owner,Bajaj,195000.0,6000.0,2.0,400.0
854,First Owner,Royal Enfield,101900.0,18000.0,5.0,350.0
855,First Owner,Royal Enfield,108000.0,27000.0,6.0,350.0
860,First Owner,Honda,45000.0,17000.0,5.0,160.0
861,First Owner,Royal Enfield,90000.0,12000.0,8.0,500.0
862,First Owner,KTM,150000.0,21000.0,6.0,390.0
864,First Owner,Hero,45000.0,13400.0,4.0,150.0
865,Second Owner,Yamaha,35000.0,30000.0,5.0,150.0
867,First Owner,TVS,78000.0,14500.0,3.0,200.0
868,First Owner,Bajaj,21700.0,28000.0,8.0,125.0
869,First Owner,Bajaj,21800.0,28000.0,8.0,150.0
870,First Owner,Honda,65500.0,12000.0,8.0,150.0
871,First Owner,Royal Enfield,175000.0,2382.0,2.0,350.0
872,First Owner,KTM,95000.0,27800.0,6.0,200.0
873,First Owner,Yamaha,89025.0,5800.0,6.0,150.0
874,First Owner,Royal Enfield,140000.0,5103.0,5.0,500.0
875,First Owner,KTM,145000.0,2476.0,2.0,125.0
879,First Owner,Bajaj,63647.0,6750.0,5.0,150.0
880,First Owner,KTM,90000.0,31000.0,6.0,200.0
881,First Owner,Royal Enfield,89000.0,6500.0,8.0,350.0
882,First Owner,Bajaj,44000.0,2525.0,4.0,150.0
883,Second Owner,Royal Enfield,82000.0,37654.0,9.0,500.0
884,First Owner,Harley-Davidson,386000.0,22000.0,4.0,750.0
885,First Owner,Hero,19000.0,25000.0,10.0,150.0
886,First Owner,Bajaj,52000.0,7845.0,5.0,150.0
887,First Owner,Yamaha,115204.0,9000.0,4.0,250.0
888,First Owner,KTM,147000.0,15000.0,6.0,390.0
889,First Owner,Bajaj,85000.0,2500.0,2.0,150.0
890,First Owner,Bajaj,33000.0,50000.0,9.0,125.0
891,First Owner,Hero,18600.0,49660.0,12.0,100.0
892,First Owner,Bajaj,20000.0,18000.0,10.0,100.0
898,First Owner,Bajaj,48000.0,51000.0,4.0,160.0
905,First Owner,Royal Enfield,101500.0,3000.0,8.0,350.0
906,First Owner,Yamaha,61400.0,33000.0,9.0,150.0
916,First Owner,Royal Enfield,140000.0,5200.0,4.0,500.0
917,First Owner,Yamaha,27800.0,20000.0,10.0,150.0
918,First Owner,KTM,175000.0,7976.0,2.0,250.0
919,First Owner,Royal Enfield,110000.0,17000.0,5.0,350.0
920,First Owner,Harley-Davidson,380000.0,6500.0,6.0,750.0
921,First Owner,Bajaj,53200.0,28100.0,7.0,200.0
922,First Owner,Honda,65000.0,21000.0,8.0,250.0
923,First Owner,Bajaj,69600.0,20500.0,3.0,220.0
924,First Owner,Bajaj,72000.0,50000.0,4.0,220.0
935,First Owner,Mahindra,175000.0,8000.0,3.0,300.0
936,First Owner,Hero,35000.0,22000.0,8.0,100.0
937,First Owner,TVS,22900.0,12000.0,5.0,100.0
939,First Owner,Yamaha,19000.0,48568.0,14.0,125.0
940,First Owner,KTM,213300.0,9900.0,4.0,390.0
941,Second Owner,Royal Enfield,115700.0,15000.0,4.0,350.0
942,First Owner,Hero,45000.0,4894.0,5.0,110.0
943,First Owner,KTM,200000.0,12000.0,3.0,390.0
944,First Owner,KTM,210000.0,4500.0,3.0,390.0
945,First Owner,Yamaha,78000.0,29000.0,6.0,150.0
946,First Owner,Mahindra,115000.0,35000.0,5.0,300.0
947,First Owner,Honda,60000.0,15252.0,6.0,150.0
950,Second Owner,Bajaj,41000.0,19500.0,4.0,150.0
951,First Owner,Bajaj,35000.0,41016.0,9.0,180.0
952,First Owner,Bajaj,65000.0,15112.0,5.0,220.0
953,First Owner,Bajaj,110000.0,12300.0,5.0,200.0
954,First Owner,Royal Enfield,110000.0,46026.0,6.0,350.0
955,Third Owner,Hero,27000.0,101250.0,14.0,223.0
956,First Owner,Honda,26000.0,25000.0,7.0,110.0
957,First Owner,Hero,30100.0,15823.0,5.0,100.0
958,First Owner,Hero,10669.0,49000.0,15.0,100.0
959,First Owner,Hero,23500.0,26000.0,13.0,100.0
960,First Owner,Honda,37000.0,18110.0,6.0,125.0
961,First Owner,Bajaj,90000.0,39000.0,6.0,200.0
962,First Owner,Royal Enfield,155000.0,1650.0,2.0,350.0
963,Second Owner,Bajaj,41300.0,49000.0,7.0,200.0
964,Second Owner,TVS,43000.0,28454.0,4.0,160.0
965,First Owner,Hero,25300.0,17000.0,8.0,150.0
966,First Owner,Bajaj,65000.0,7200.0,3.0,160.0
967,First Owner,Bajaj,121700.0,18000.0,5.0,200.0
968,First Owner,Bajaj,18000.0,25000.0,9.0,100.0
969,First Owner,Hero,24300.0,29000.0,11.0,223.0
970,First Owner,Bajaj,18000.0,50000.0,17.0,100.0
971,First Owner,Bajaj,42000.0,15327.0,5.0,150.0
972,First Owner,Yamaha,105000.0,10468.0,2.0,250.0
973,First Owner,Yamaha,60000.0,37000.0,7.0,150.0
974,Second Owner,Royal Enfield,99999.0,55.0,15.0,350.0
975,First Owner,Hero,50000.0,8191.0,4.0,100.0
976,First Owner,Hero,40000.0,40000.0,6.0,150.0
977,First Owner,Bajaj,20500.0,30000.0,9.0,100.0
978,First Owner,Hero,31000.0,16278.0,5.0,110.0
979,First Owner,Bajaj,19000.0,98581.0,9.0,150.0
980,First Owner,Bajaj,19000.0,16206.0,9.0,125.0
981,First Owner,Bajaj,45000.0,27000.0,9.0,200.0
982,First Owner,Bajaj,137000.0,3297.0,4.0,400.0
983,First Owner,Bajaj,114000.0,12000.0,4.0,400.0
984,First Owner,Hero,30000.0,23000.0,6.0,100.0
985,First Owner,Bajaj,25000.0,16954.0,6.0,100.0
986,First Owner,TVS,34000.0,8048.0,3.0,100.0
987,First Owner,Yamaha,115000.0,1954.0,3.0,150.0
988,First Owner,Hero,21000.0,23039.0,9.0,100.0
989,First Owner,Bajaj,30000.0,15059.0,3.0,100.0
990,First Owner,Royal Enfield,105000.0,21000.0,6.0,350.0
991,First Owner,Royal Enfield,102000.0,9700.0,7.0,500.0
992,First Owner,Royal Enfield,90000.0,8000.0,7.0,350.0
993,First Owner,Honda,30500.0,22422.0,9.0,125.0
994,First Owner,Honda,30000.0,61743.0,8.0,110.0
995,First Owner,Bajaj,60000.0,4900.0,4.0,150.0
996,First Owner,Bajaj,80000.0,21700.0,5.0,200.0
997,Second Owner,Royal Enfield,87550.0,15000.0,5.0,500.0
998,First Owner,Hyosung,400000.0,2400.0,5.0,650.0
999,First Owner,Hero,35000.0,7830.0,4.0,110.0
1000,First Owner,Bajaj,55000.0,3500.0,5.0,220.0
1001,First Owner,Royal Enfield,180000.0,9500.0,3.0,500.0
1002,First Owner,Royal Enfield,175000.0,16786.0,3.0,500.0
1003,First Owner,Royal Enfield,155000.0,5192.0,4.0,500.0
1004,First Owner,Bajaj,42000.0,30000.0,4.0,150.0
1005,First Owner,Royal Enfield,92200.0,39000.0,5.0,350.0
1006,First Owner,Royal Enfield,148000.0,7300.0,2.0,350.0
1007,First Owner,TVS,22918.0,79685.0,5.0,110.0
1008,First Owner,Bajaj,15000.0,12800.0,12.0,150.0
1009,Second Owner,Bajaj,110000.0,14000.0,4.0,400.0
1010,First Owner,Royal Enfield,160000.0,5800.0,3.0,350.0
1011,First Owner,Bajaj,40000.0,14500.0,5.0,150.0
1012,First Owner,Hero,23000.0,6957.0,13.0,100.0
1013,First Owner,Yamaha,33000.0,42816.0,6.0,150.0
1014,First Owner,Bajaj,45000.0,30000.0,5.0,150.0
1015,First Owner,Bajaj,13500.0,55239.0,12.0,180.0
1016,Third Owner,KTM,61000.0,16000.0,9.0,200.0
1017,First Owner,TVS,24000.0,10000.0,5.0,100.0
1018,First Owner,TVS,25000.0,21539.0,4.0,100.0
1019,First Owner,Honda,25600.0,25000.0,7.0,125.0
1020,First Owner,Honda,70000.0,34000.0,7.0,150.0
1021,First Owner,Suzuki,699000.0,7200.0,7.0,1000.0
1022,First Owner,Bajaj,63000.0,19443.0,5.0,150.0
1023,First Owner,Royal Enfield,155000.0,12000.0,2.0,350.0
1024,First Owner,Bajaj,123100.0,18000.0,4.0,400.0
1025,First Owner,KTM,120000.0,11850.0,5.0,200.0
1026,First Owner,Yamaha,115600.0,16000.0,3.0,150.0
1027,First Owner,Royal Enfield,165000.0,18348.0,3.0,350.0
1028,First Owner,Yamaha,40000.0,14836.0,8.0,150.0
1029,First Owner,Bajaj,135000.0,17000.0,3.0,400.0
1030,First Owner,KTM,178000.0,100.0,1.0,125.0
1031,First Owner,Bajaj,90000.0,16500.0,6.0,200.0
1032,First Owner,Hero,21000.0,9500.0,10.0,150.0
1033,First Owner,Bajaj,11000.0,21311.0,18.0,100.0
1034,First Owner,Bajaj,88000.0,20000.0,5.0,200.0
1037,First Owner,Benelli,245500.0,27000.0,5.0,300.0
1038,First Owner,TVS,57000.0,16056.0,4.0,160.0
1039,First Owner,Suzuki,155000.0,5862.0,2.0,250.0
1040,First Owner,Harley-Davidson,1000000.0,1470.0,4.0,1200.0
1041,First Owner,Honda,55000.0,8351.0,2.0,110.0
1042,First Owner,Bajaj,59000.0,10800.0,5.0,220.0
1043,First Owner,Yamaha,32000.0,28000.0,9.0,150.0
1044,First Owner,Honda,46000.0,7400.0,3.0,125.0
1045,First Owner,Yamaha,35273.0,3100.0,8.0,150.0
1046,Second Owner,Hero,22100.0,24000.0,7.0,100.0
1047,First Owner,Bajaj,38000.0,22200.0,5.0,150.0
1048,First Owner,Hero,37000.0,18377.0,7.0,110.0
1049,First Owner,Suzuki,31000.0,16257.0,5.0,110.0
1050,First Owner,Yamaha,60000.0,24581.0,4.0,150.0
1051,First Owner,Bajaj,65800.0,9200.0,5.0,150.0
1052,First Owner,Honda,60000.0,30000.0,4.0,160.0
1054,First Owner,Bajaj,85000.0,10000.0,3.0,200.0
1055,First Owner,Bajaj,75000.0,3400.0,4.0,200.0
1056,First Owner,Bajaj,68000.0,14544.0,3.0,220.0
1057,First Owner,Royal Enfield,86700.0,28154.0,4.0,350.0
1058,First Owner,Yamaha,80000.0,13000.0,4.0,250.0
1059,First Owner,Hero,32600.0,13330.0,4.0,100.0
1060,First Owner,Yamaha,100000.0,20000.0,4.0,250.0
1061,First Owner,Royal Enfield,110000.0,30000.0,6.0,350.0
1062,First Owner,Honda,60000.0,17423.0,4.0,150.0
1063,First Owner,Hero,30000.0,21358.0,5.0,100.0
1064,First Owner,Honda,57473.0,42000.0,10.0,250.0
1065,First Owner,Bajaj,16000.0,46589.0,11.0,135.0
1066,First Owner,Hero,32000.0,18779.0,6.0,125.0
1067,First Owner,Royal Enfield,99000.0,17047.0,5.0,350.0
1068,Second Owner,Hero,34500.0,80000.0,10.0,150.0
1069,First Owner,TVS,22000.0,12257.0,5.0,100.0
1070,Second Owner,Bajaj,35500.0,17500.0,5.0,150.0
1071,First Owner,Bajaj,35000.0,15621.0,4.0,125.0
1072,Second Owner,Bajaj,35000.0,22000.0,8.0,220.0
1073,Second Owner,Yamaha,35000.0,19000.0,6.0,150.0
